CUE,CUEAnexo,Servicios_Complementarios
2600259,260025902,
2600260,260026000,
2600261,260026100,
2600261,260026101,
2600262,260026200,
2600263,260026300,
2600264,260026400,
2600265,260026500,
2600266,260026600,
2600267,260026700,
2600268,260026800,
2600269,260026900,
2600270,260027000,
2600271,260027100,
2600272,260027200,
2600273,260027300,
2600274,260027400,
2600275,260027500,
2600276,260027600,
2600276,260027601,
2600277,260027700,
2600278,260027800,
2600279,260027900,
2600280,260028000,
2600281,260028100,
2600282,260028200,
2600283,260028300,
2600284,260028400,
2600285,260028500,
2600286,260028600,
2600287,260028700,
2600289,260028900,
2600290,260029000,
2600291,260029100,
2600292,260029200,
2600293,260029300,
2600294,260029400,
2600295,260029500,
2600296,260029600,
2600297,260029700,
2600297,260029701,
2600298,260029800,
2600299,260029900,
2600299,260029901,
2600300,260030000,
2600302,260030200,
2600302,260030202,
2600303,260030300,
2600304,260030400,
2600305,260030500,
2600306,260030600,
2600307,260030700,
2600308,260030800,
2600309,260030900,
2600310,260031000,
2600312,260031200,
2600313,260031300,
2600315,260031500,
2600316,260031600,
2600317,260031700,
2600318,260031800,
2600319,260031900,
2600320,260032000,
2600321,260032100,
2600322,260032200,
2600324,260032400,
2600325,260032500,
2600326,260032600,
2600327,260032700,
2600328,260032800,
2600329,260032900,
2600330,260033000,
2600331,260033100,
2600333,260033300,
2600334,260033400,
2600335,260033500,
2600336,260033600,
2600336,260033601,
2600336,260033602,
2600336,260033603,
2600337,260033700,
2600338,260033800,
2600339,260033900,
2600340,260034000,
2600343,260034300,
2600345,260034500,
2600349,260034900,
2600351,260035100,
2600352,260035200,
2600353,260035300,
2600355,260035500,
2600356,260035600,
2600357,260035700,
2600359,260035900,
2600361,260036100,
2600363,260036300,
2600364,260036400,
2600365,260036500,
2600366,260036600,
2600367,260036700,
2600368,260036800,
2600369,260036900,
2600370,260037000,
2600371,260037100,
2600372,260037200,
2600373,260037300,
2600374,260037400,
2600375,260037500,
2600376,260037600,
2600377,260037700,
2600378,260037800,
2600379,260037900,
2600381,260038100,
2600382,260038200,
2600383,260038300,
2600384,260038400,
2600385,260038500,
2600386,260038600,
2600387,260038700,
2600388,260038800,
2600389,260038900,
2600390,260039000,
2600391,260039100,
2600392,260039200,
2600393,260039300,
2600394,260039400,
2600395,260039500,
2600396,260039600,
2600397,260039700,
2600398,260039800,
2600399,260039900,
2600399,260039901,
2600400,260040000,
2600401,260040100,
2600402,260040200,
2600403,260040300,
2600405,260040500,
2600406,260040600,
2600407,260040700,
2600408,260040800,
2600408,260040801,
2600409,260040900,
2600410,260041000,
2600411,260041100,
2600412,260041200,
2600413,260041300,
2600415,260041500,
2600415,260041501,
2600415,260041503,
2600416,260041600,
2600417,260041700,
2600418,260041800,
2600419,260041900,
2600420,260042000,
2600421,260042100,
2600422,260042200,
2600423,260042300,
2600424,260042400,
2600425,260042500,
2600426,260042600,
2600427,260042700,
2600427,260042701,
2600428,260042800,
2600429,260042900,
2600429,260042901,
2600430,260043000,
2600430,260043001,
2600431,260043100,
2600432,260043200,
2600433,260043300,
2600435,260043500,
2600436,260043600,
2600437,260043700,
2600439,260043900,
2600440,260044000,
2600444,260044400,
2600445,260044500,
2600446,260044600,
2600447,260044700,
2600448,260044800,
2600449,260044900,
2600450,260045000,
2600451,260045100,
2600457,260045700,
2600457,260045701,
2600458,260045800,
2600458,260045801,
2600459,260045900,
2600460,260046000,
2600460,260046001,
2600461,260046100,
2600463,260046300,
2600463,260046302,
2600463,260046304,
2600464,260046400,
2600465,260046500,
2600466,260046600,
2600467,260046700,
2600468,260046800,
2600469,260046900,
2600470,260047000,
2600471,260047100,
2600472,260047200,
2600473,260047300,
2600477,260047700,
2600481,260048100,
2600482,260048200,
2600483,260048300,
2600484,260048400,
2600486,260048600,
2600487,260048700,
2600488,260048800,
2600488,260048803,
2600489,260048900,
2600492,260049200,
2600493,260049300,
2600493,260049301,
2600494,260049400,
2600495,260049500,
2600495,260049501,
2600496,260049600,
2600497,260049700,
2600498,260049800,
2600499,260049900,
2600500,260050000,
2600500,260050001,
2600500,260050002,
2600501,260050100,
2600503,260050300,
2600508,260050800,
2600508,260050802,
2600508,260050803,
2600508,260050804,
2600508,260050805,
2600508,260050806,
2600508,260050807,
2600510,260051000,
2600512,260051200,
2600513,260051300,
2600514,260051400,
2600515,260051500,
2600516,260051600,
2600518,260051800,
2600519,260051900,
2600520,260052000,
2600521,260052100,
2600522,260052200,
2600523,260052300,
2600524,260052400,
2600525,260052500,
2600525,260052501,
2600526,260052600,
2600527,260052700,
2600528,260052800,
2600529,260052900,
2600530,260053000,
2600531,260053100,
2600533,260053300,
2600533,260053301,
2600533,260053303,
2600533,260053304,
2600533,260053305,
2600533,260053306,
2600533,260053307,
2600533,260053308,
2600533,260053309,
2600533,260053310,
2600533,260053311,
2600534,260053400,
2600536,260053600,
2600536,260053601,
2600539,260053900,
2600540,260054000,
2600543,260054300,
2600544,260054400,
2600544,260054401,
2600545,260054500,
2600547,260054700,
2600548,260054800,
2600551,260055100,1
2600552,260055200,1
2600553,260055300,1
2600554,260055400,1
2600555,260055500,
2600556,260055600,1
2600557,260055700,1
2600558,260055800,1
2600560,260056000,
2600562,260056200,
2600562,260056201,
2600563,260056300,
2600564,260056400,
2600565,260056500,
2600566,260056600,
2600567,260056700,
2600569,260056900,
2600570,260057000,
2600571,260057100,
2600572,260057200,
2600572,260057201,
2600573,260057300,
2600576,260057600,1
2600577,260057700,
2600578,260057800,
2600578,260057801,
2600578,260057803,
2600579,260057900,
2600580,260058000,
2600581,260058100,
2600581,260058101,
2600582,260058200,
2600583,260058300,
2600583,260058301,
2600584,260058400,
2600585,260058500,
2600587,260058700,
2600588,260058800,
2600589,260058900,
2600590,260059000,
2600590,260059001,
2600591,260059100,
2600592,260059200,
2600593,260059300,
2600594,260059400,
2600595,260059500,
2600596,260059600,
2600597,260059700,
2600598,260059800,
2600598,260059801,
2600598,260059802,
2600599,260059900,
2600600,260060000,
2600602,260060200,1
2600603,260060300,1
2600604,260060400,1
2600606,260060600,
2600611,260061100,
2600611,260061101,
2600612,260061200,
2600612,260061201,
2600612,260061202,
2600612,260061203,
2600612,260061204,
2600612,260061205,
2600612,260061206,
2600613,260061300,
2600614,260061400,
2600615,260061500,
2600616,260061600,
2600617,260061700,
2600618,260061800,
2600619,260061900,
2600619,260061901,
2600620,260062000,
2600622,260062200,
2600623,260062300,
2600625,260062500,
2600628,260062800,
2600629,260062900,
2600630,260063000,
2600632,260063200,
2600633,260063300,
2600634,260063400,
2600635,260063500,
2600636,260063600,
2600636,260063601,
2600636,260063602,
2600639,260063900,1
2600641,260064100,
2600641,260064101,
2600642,260064200,
2600643,260064300,
2600644,260064400,
2600645,260064500,
2600646,260064600,
2600647,260064700,
2600648,260064800,
2600649,260064900,
2600650,260065000,
2600651,260065100,
2600652,260065200,
2600653,260065300,
2600654,260065400,
2600655,260065500,1
2600656,260065600,
2600657,260065700,
2600658,260065800,
2600659,260065900,
2600660,260066000,
2600660,260066001,
2600661,260066100,
2600662,260066200,
2600663,260066300,
2600664,260066400,
2600665,260066500,
2600665,260066501,
2600667,260066700,
2600668,260066800,
2600669,260066900,
2600671,260067100,
2600671,260067101,
2600673,260067300,
2600674,260067400,
2600675,260067500,
2600675,260067501,
2600676,260067600,
2600677,260067700,1
2600678,260067800,
2600679,260067900,
2600680,260068000,
2600681,260068100,
2600682,260068200,
2600683,260068300,
2600684,260068400,1
2600686,260068600,
2600687,260068700,
2600687,260068701,
2600688,260068800,
2600689,260068900,
2600691,260069100,
2600694,260069400,
2600696,260069600,
2600697,260069700,
2600698,260069800,
2600699,260069900,
2600700,260070000,
2600701,260070100,
2600702,260070200,
2600702,260070201,
2600702,260070202,
2600702,260070203,
2600702,260070204,
2600702,260070205,
2600702,260070206,
2600702,260070207,
2600702,260070208,
2600702,260070209,
2600702,260070210,
2600702,260070211,
2600702,260070212,
2600703,260070300,
2600703,260070301,
2600703,260070303,
2600703,260070304,
2600704,260070400,
2600705,260070500,
2600706,260070600,
2600707,260070700,
2600708,260070800,
2600709,260070900,
2600712,260071200,
2600713,260071300,1
2600715,260071500,
2600716,260071600,
2600718,260071800,
2600719,260071900,
2600720,260072000,
2600720,260072001,
2600720,260072002,
2600720,260072004,
2600720,260072005,
2600720,260072006,
2600720,260072007,
2600720,260072008,
2600720,260072009,
2600721,260072100,
2600722,260072200,
2600723,260072300,
2600724,260072400,
2600726,260072600,
2600727,260072700,
2600728,260072800,
2600731,260073100,
2600732,260073200,
2600733,260073300,
2600734,260073400,
2600737,260073700,
2600738,260073800,
2600739,260073900,
2600740,260074000,
2600741,260074100,
2600742,260074200,
2600744,260074400,
2600745,260074500,
2600746,260074600,1
2600747,260074700,
2600749,260074900,1
2600750,260075000,1
2600751,260075100,
2600752,260075200,
2600753,260075300,
2600754,260075400,
2600755,260075500,
2600755,260075501,
2600756,260075600,
2600757,260075700,
2600757,260075701,
2600757,260075702,
2600757,260075703,
2600760,260076000,
2600761,260076100,
2600762,260076200,
2600763,260076300,
2600765,260076500,
2600766,260076600,
2600767,260076700,
2600769,260076900,
2600770,260077000,1
2600771,260077100,
2600772,260077200,
2600773,260077300,
2600774,260077400,
2600775,260077500,
2600776,260077600,
2600777,260077700,1
2600778,260077800,
2600779,260077900,
2600780,260078000,
2600781,260078100,
2600782,260078200,1
2600783,260078300,
2600784,260078400,1
2600785,260078500,
2600785,260078503,
2600785,260078504,
2600785,260078505,
2600785,260078506,
2600789,260078900,
2600790,260079000,
2600791,260079100,
2600792,260079200,
2600793,260079300,
2600794,260079400,
2600795,260079500,
2600795,260079501,
2600796,260079600,
2600797,260079700,
2600797,260079701,
2600798,260079800,
2600799,260079900,
2600801,260080100,1
2600803,260080300,
2600804,260080400,
2600805,260080500,
2600806,260080600,
2600807,260080700,
2600808,260080800,
2600809,260080900,
2600810,260081000,
2600811,260081100,
2600813,260081300,
2600814,260081400,
2600815,260081500,
2600816,260081600,
2600817,260081700,
2600818,260081800,
2600819,260081900,
2600821,260082100,
2600823,260082300,
2600824,260082400,
2600825,260082500,
2600826,260082600,
2600828,260082800,
2600829,260082900,
2600830,260083000,
2600831,260083100,1
2600833,260083300,
2600834,260083400,
2600836,260083600,
2600837,260083700,
2690001,269000100,
2690002,269000200,
3000001,300000100,
3000003,300000300,
3000004,300000400,
3000006,300000600,
3000007,300000700,
3000009,300000900,
3000010,300001000,
3000011,300001100,
3000012,300001200,
3000013,300001300,
3000014,300001400,
3000015,300001500,
3000016,300001600,
3000017,300001700,
3000018,300001800,
3000019,300001900,
3000021,300002100,
3000022,300002200,
3000023,300002300,
3000025,300002500,
3000026,300002600,
3000027,300002700,
3000028,300002800,
3000029,300002900,
3000030,300003000,
3000031,300003100,
3000032,300003200,
3000034,300003400,
3000035,300003500,
3000036,300003600,
3000038,300003800,
3000039,300003900,
3000040,300004000,
3000044,300004400,
3000047,300004700,
3000048,300004800,
3000049,300004900,
3000050,300005000,
3000051,300005100,
3000052,300005200,
3000054,300005400,
3000055,300005500,
3000056,300005600,
3000057,300005700,
3000058,300005800,
3000059,300005900,
3000060,300006000,
3000061,300006100,
3000062,300006200,
3000063,300006300,
3000064,300006400,
3000065,300006500,
3000067,300006700,
3000069,300006900,
3000070,300007000,
3000072,300007200,
3000073,300007300,
3000074,300007400,
3000074,300007401,
3000075,300007500,
3000076,300007600,
3000077,300007700,
3000078,300007800,
3000079,300007900,
3000080,300008000,
3000081,300008100,
3000083,300008300,
3000084,300008400,
3000085,300008500,
3000089,300008900,
3000090,300009000,
3000097,300009700,
3000099,300009900,
3000100,300010000,
3000101,300010100,
3000102,300010200,
3000103,300010300,
3000104,300010400,
3000109,300010900,
3000110,300011000,
3000111,300011100,
3000112,300011200,
3000113,300011300,
3000114,300011400,
3000116,300011600,
3000117,300011700,
3000118,300011800,
3000119,300011900,
3000120,300012000,
3000121,300012100,
3000122,300012200,
3000123,300012300,
3000124,300012400,
3000125,300012500,
3000126,300012600,
3000127,300012700,
3000128,300012800,
3000129,300012900,
3000130,300013000,
3000131,300013100,
3000132,300013200,
3000133,300013300,
3000134,300013400,
3000135,300013500,
3000137,300013700,
3000138,300013800,
3000141,300014100,
3000142,300014200,
3000143,300014300,
3000144,300014400,
3000148,300014800,
3000149,300014900,
3000150,300015000,
3000151,300015100,
3000152,300015200,
3000153,300015300,
3000154,300015400,
3000155,300015500,
3000157,300015700,
3000158,300015800,
3000161,300016100,
3000162,300016200,
3000165,300016500,
3000166,300016600,
3000167,300016700,
3000168,300016800,
3000169,300016900,
3000170,300017000,
3000171,300017100,
3000172,300017200,
3000173,300017300,
3000174,300017400,
3000175,300017500,
3000175,300017501,
3000175,300017502,
3000176,300017600,
3000177,300017700,
3000179,300017900,
3000180,300018000,
3000182,300018200,
3000183,300018300,
3000184,300018400,
3000185,300018500,
3000186,300018600,
3000187,300018700,
3000188,300018800,
3000189,300018900,
3000191,300019100,
3000192,300019200,
3000195,300019500,
3000196,300019600,
3000197,300019700,
3000198,300019800,
3000199,300019900,
3000200,300020000,
3000201,300020100,
3000202,300020200,
3000203,300020300,
3000204,300020400,
3000205,300020500,
3000206,300020600,
3000208,300020800,
3000209,300020900,
3000210,300021000,
3000212,300021200,
3000215,300021500,
3000216,300021600,
3000217,300021700,
3000218,300021800,
3000220,300022000,
3000222,300022200,
3000227,300022700,
3000228,300022800,
3000229,300022900,
3000231,300023100,
3000232,300023200,
3000234,300023400,
3000235,300023500,
3000236,300023600,
3000237,300023700,
3000238,300023800,
3000240,300024000,
3000241,300024100,
3000242,300024200,
3000243,300024300,
3000245,300024500,
3000247,300024700,
3000248,300024800,
3000249,300024900,
3000251,300025100,
3000252,300025200,
3000253,300025300,
3000259,300025900,
3000260,300026000,
3000262,300026200,
3000263,300026300,
3000264,300026400,
3000266,300026600,
3000267,300026700,
3000268,300026800,
3000270,300027000,
3000271,300027100,
3000272,300027200,
3000273,300027300,
3000274,300027400,
3000275,300027500,
3000276,300027600,
3000277,300027700,
3000280,300028000,
3000281,300028100,
3000282,300028200,
3000283,300028300,
3000286,300028600,
3000288,300028800,
3000292,300029200,
3000293,300029300,
3000296,300029600,
3000298,300029800,
3000299,300029900,
3000301,300030100,
3000302,300030200,
3000304,300030400,
3000306,300030600,
3000307,300030700,
3000309,300030900,
3000311,300031100,
3000312,300031200,
3000314,300031400,
3000316,300031600,
3000317,300031700,
3000319,300031900,
3000320,300032000,
3000321,300032100,
3000323,300032300,
3000324,300032400,
3000325,300032500,
3000326,300032600,
3000327,300032700,
3000328,300032800,
3000329,300032900,
3000330,300033000,
3000331,300033100,
3000333,300033300,
3000334,300033400,
3000335,300033500,
3000336,300033600,
3000338,300033800,
3000339,300033900,
3000340,300034000,
3000341,300034100,
3000342,300034200,
3000344,300034400,
3000345,300034500,
3000346,300034600,
3000348,300034800,
3000353,300035300,
3000354,300035400,
3000355,300035500,
3000357,300035700,
3000358,300035800,
3000359,300035900,
3000360,300036000,
3000361,300036100,
3000362,300036200,
3000363,300036300,
3000364,300036400,
